,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
318,AQU,Aquaron Acquisition Corp. - Common Stock,S,N,D,100.0,N,N
319,AQUNR,Aquaron Acquisition Corp. - Rights,S,N,D,100.0,N,N
320,AQUNU,Aquaron Acquisition Corp. - Units,S,N,D,100.0,N,N
321,AQWA,Global X Clean Water ETF,G,N,N,100.0,Y,N
322,ARAY,Accuray Incorporated - Common Stock,Q,N,N,100.0,N,N
323,ARBB,ARB IOT Group Limited - Ordinary Shares,S,N,N,100.0,N,N
324,ARBE,Arbe Robotics Ltd. - Ordinary Shares,S,N,N,100.0,N,N
325,ARBEW,Arbe Robotics Ltd. - Warrant,S,N,N,100.0,N,N
326,ARBK,Argo Blockchain plc - American Depositary Shares,Q,N,N,100.0,N,N
327,ARBKL,Argo Blockchain plc - 8.75% Senior Notes due 2026,G,N,N,100.0,N,N
328,ARCB,ArcBest Corporation - Common Stock,Q,N,N,100.0,N,N
329,ARCC,Ares Capital Corporation - Closed End Fund,Q,N,N,100.0,N,N
330,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,G,N,N,100.0,N,N
331,ARDX,"Ardelyx, Inc. - Common Stock",G,N,N,100.0,N,N
332,AREB,"American Rebel Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
333,AREBW,"American Rebel Holdings, Inc. - warrants",S,N,D,100.0,N,N
334,AREC,American Resources Corporation - Class A Common Stock,S,N,N,100.0,N,N
335,ARGX,argenx SE - American Depositary Shares,Q,N,N,100.0,N,N
336,ARHS,"Arhaus, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
337,ARKO,ARKO Corp. - Common Stock,S,N,N,100.0,N,N
338,ARKOW,ARKO Corp. - Warrant,S,N,N,100.0,N,N
339,ARKR,Ark Restaurants Corp. - Common Stock,G,N,N,100.0,N,N
340,ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0,N,N
341,ARM,Arm Holdings plc - American Depositary Shares,Q,N,N,100.0,N,N
342,AROW,Arrow Financial Corporation - Common Stock,Q,N,N,100.0,N,N
343,ARQ,"Arq, Inc. - Common Stock",G,N,N,100.0,N,N
344,ARQQ,Arqit Quantum Inc. - Ordinary Shares,S,N,D,100.0,N,N
345,ARQQW,Arqit Quantum Inc. - Warrants,S,N,N,100.0,N,N
346,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",Q,N,N,100.0,N,N
347,ARRY,"Array Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
348,ARTL,"Artelo Biosciences, Inc. - Common Stock",S,N,N,100.0,N,N
349,ARTLW,"Artelo Biosciences, Inc. - Warrant",S,N,N,100.0,N,N
350,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,Q,N,N,100.0,N,N
351,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",S,N,N,100.0,N,N
352,ARVN,"Arvinas, Inc. - Common Stock",Q,N,N,100.0,N,N
353,ARVR,First Trust Indxx Metaverse ETF,G,N,N,100.0,Y,N
354,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
355,ARYD,ARYA Sciences Acquisition Corp IV - Class A Ordinary Shares,S,N,D,100.0,N,N
356,ASCB,"A SPAC II Acquisition Corp. - Ordinary Shares, Class A Common Stock",G,N,D,100.0,N,N
357,ASCBR,A SPAC II Acquisition Corp. - Right,G,N,N,100.0,N,N
358,ASCBU,A SPAC II Acquisition Corp. - Unit,G,N,N,100.0,N,N
359,ASCBW,A SPAC II Acquisition Corp. - Warrant,G,N,N,100.0,N,N
360,ASET,FlexShares Real Assets Allocation Index Fund,G,N,N,100.0,Y,N
361,ASLE,AerSale Corporation - Common Stock,S,N,N,100.0,N,N
362,ASLN,ASLAN Pharmaceuticals Limited - American Depositary Shares,S,N,D,100.0,N,N
363,ASMB,"Assembly Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
364,ASML,ASML Holding N.V. - New York Registry Shares,Q,N,N,100.0,N,N
365,ASND,Ascendis Pharma A/S - American Depositary Shares,Q,N,N,100.0,N,N
366,ASNS,"Actelis Networks, Inc. - Common Stock",S,N,D,100.0,N,N
367,ASO,"Academy Sports and Outdoors, Inc. - Common Stock",Q,N,N,100.0,N,N
368,ASPI,ASP Isotopes Inc. - Common Stock,S,N,N,100.0,N,N
369,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,Q,N,N,100.0,N,N
370,ASRT,"Assertio Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
371,ASRV,AmeriServ Financial Inc. - Common Stock,G,N,N,100.0,N,N
372,ASST,Asset Entities Inc. - Class B Common Stock,S,N,D,100.0,N,N
373,ASTC,Astrotech Corporation - Common Stock,S,N,N,100.0,N,N
374,ASTE,"Astec Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
375,ASTH,Astrana Health Inc. - Common Stock,S,N,N,100.0,N,N
376,ASTI,"Ascent Solar Technologies, Inc - Common Stock",S,N,D,100.0,N,N
377,ASTL,Algoma Steel Group Inc. - Common Shares,G,N,N,100.0,N,N
378,ASTLW,Algoma Steel Group Inc. - Warrant,G,N,N,100.0,N,N
379,ASTR,"Astra Space, Inc. - Class A Common Stock",S,N,N,100.0,N,N
380,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
381,ASTSW,"AST SpaceMobile, Inc. - Warrant",Q,N,N,100.0,N,N
382,ASUR,Asure Software Inc - Common Stock,S,N,N,100.0,N,N
383,ASYS,"Amtech Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
384,ATAI,ATAI Life Sciences N.V. - Common Shares,G,N,N,100.0,N,N
385,ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,Q,N,N,100.0,N,N
386,ATCOL,Atlas Corp. - 7.125% Notes due 2027,G,N,N,100.0,N,N
387,ATEC,"Alphatec Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
388,ATER,"Aterian, Inc. - Common Stock",S,N,N,100.0,N,N
389,ATEX,Anterix Inc. - Common Stock,S,N,N,100.0,N,N
390,ATGL,Alpha Technology Group Limited - Ordinary Shares,S,N,N,100.0,N,N
391,ATHA,"Athira Pharma, Inc. - Common Stock",Q,N,N,100.0,N,N
392,ATHE,Alterity Therapeutics Limited - American Depositary Shares,S,N,N,100.0,N,N
393,ATIF,ATIF Holdings Limited - Ordinary Shares,S,N,D,100.0,N,N
394,ATLC,Atlanticus Holdings Corporation - Common Stock,Q,N,N,100.0,N,N
395,ATLCL,Atlanticus Holdings Corporation - 6.125% Senior Notes due 2026,G,N,N,100.0,N,N
396,ATLCP,"Atlanticus Holdings Corporation - 7.625% Series B Cumulative Perpetual Preferred Stock, no par value per share",Q,N,N,100.0,N,N
397,ATLCZ,Atlanticus Holdings Corporation - 9.25% Senior Notes due 2029,G,N,N,100.0,N,N
398,ATLO,Ames National Corporation - Common Stock,S,N,N,100.0,N,N
399,ATLX,Atlas Lithium Corporation - Common Stock,S,N,N,100.0,N,N
400,ATMC,AlphaTime Acquisition Corp - Ordinary Shares,G,N,N,100.0,N,N
401,ATMCR,AlphaTime Acquisition Corp - Right,G,N,N,100.0,N,N
402,ATMCU,AlphaTime Acquisition Corp - Unit,G,N,N,100.0,N,N
403,ATMCW,AlphaTime Acquisition Corp - Warrant,G,N,N,100.0,N,N
404,ATMV,AlphaVest Acquisition Corp - Ordinary Shares,G,N,D,100.0,N,N
405,ATMVR,AlphaVest Acquisition Corp - Right,G,N,D,100.0,N,N
406,ATMVU,AlphaVest Acquisition Corp - Unit,G,N,D,100.0,N,N
407,ATNF,180 Life Sciences Corp. - Common Stock,S,N,D,100.0,N,N
408,ATNFW,180 Life Sciences Corp. - Warrant,S,N,D,100.0,N,N
409,ATNI,"ATN International, Inc. - Common Stock",Q,N,N,100.0,N,N
410,ATOM,Atomera Incorporated - Common Stock,S,N,N,100.0,N,N
411,ATOS,"Atossa Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
412,ATPC,Agape ATP Corporation - Common Stock,S,N,D,100.0,N,N
413,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N
414,ATRC,"AtriCure, Inc. - Common Stock",G,N,N,100.0,N,N
415,ATRI,Atrion Corporation - Common Stock,Q,N,N,100.0,N,N
416,ATRO,Astronics Corporation - Common Stock,Q,N,N,100.0,N,N
417,ATSG,"Air Transport Services Group, Inc - Common Stock",Q,N,N,100.0,N,N
418,ATXG,Addentax Group Corp. - Common Stock,S,N,D,100.0,N,N
419,ATXI,"Avenue Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N
420,ATXS,"Astria Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
421,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",G,N,N,100.0,N,N
422,AUDC,AudioCodes Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
423,AUGX,"Augmedix, Inc. - Common Stock",S,N,N,100.0,N,N
424,AUID,authID Inc. - Common Stock,S,N,N,100.0,N,N
425,AUMI,Themes Gold Miners ETF,G,N,N,100.0,Y,N
426,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,G,N,N,100.0,N,N
427,AUR,"Aurora Innovation, Inc.  - Class A Common Stock",Q,N,N,100.0,N,N
428,AURA,"Aura Biosciences, Inc. - Common Stock",G,N,N,100.0,N,N
429,AUROW,"Aurora Innovation, Inc.  - Warrant",Q,N,N,100.0,N,N
430,AUTL,Autolus Therapeutics plc - American Depositary Shares,Q,N,N,100.0,N,N
431,AUUD,Auddia Inc. - Common Stock,S,N,D,100.0,N,N
432,AUUDW,Auddia Inc. - Warrants,S,N,D,100.0,N,N
433,AUVI,"Applied UV, Inc. - Common Stock",S,N,N,100.0,N,N
434,AUVIP,"Applied UV, Inc. - 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share",S,N,N,100.0,N,N
435,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
436,AVAV,"AeroVironment, Inc. - Common Stock",Q,N,N,100.0,N,N
437,AVBP,"ArriVent BioPharma, Inc. - Common Stock",G,N,N,100.0,N,N
438,AVDL,Avadel Pharmaceuticals plc - Ordinary Share,G,N,N,100.0,N,N
439,AVDX,"AvidXchange Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
440,AVGO,Broadcom Inc. - Common Stock,Q,N,N,100.0,N,N
441,AVGR,"Avinger, Inc. - Common Stock",S,N,D,100.0,N,N
442,AVIR,"Atea Pharmaceuticals, Inc. - common stock",Q,N,N,100.0,N,N
443,AVNW,"Aviat Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
444,AVO,"Mission Produce, Inc. - Common Stock",Q,N,N,100.0,N,N
445,AVPT,"AvePoint, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
446,AVPTW,"AvePoint, Inc. - Warrant",Q,N,N,100.0,N,N
447,AVRO,"AVROBIO, Inc. - Common Stock",Q,N,N,100.0,N,N
448,AVT,"Avnet, Inc. - Common Stock",Q,N,N,100.0,N,N
449,AVTE,"Aerovate Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
450,AVTX,"Avalo Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
451,AVXC,Avantis Emerging Markets ex-China Equity ETF,G,N,N,100.0,Y,N
452,AVXL,Anavex Life Sciences Corp. - Common Stock,Q,N,N,100.0,N,N
453,AWH,Aspira Women's Health Inc. - Common Stock,S,N,N,100.0,N,N
454,AWIN,AERWINS Technologies Inc. - Common Stock,S,N,D,100.0,N,N
455,AWINW,AERWINS Technologies Inc. - Warrant,S,N,N,100.0,N,N
456,AWRE,"Aware, Inc. - Common Stock",G,N,N,100.0,N,N
457,AXDX,"Accelerate Diagnostics, Inc. - Common Stock",S,N,D,100.0,N,N
458,AXGN,"Axogen, Inc. - Common Stock",S,N,N,100.0,N,N
459,AXNX,"Axonics, Inc. - Common Stock",Q,N,N,100.0,N,N
460,AXON,"Axon Enterprise, Inc. - Common Stock",Q,N,N,100.0,N,N
461,AXSM,"Axsome Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
462,AXTI,AXT Inc - Common Stock,Q,N,N,100.0,N,N
463,AY,Atlantica Sustainable Infrastructure plc - Ordinary Shares,Q,N,N,100.0,N,N
464,AYRO,"AYRO, Inc. - Common Stock",S,N,N,100.0,N,N
465,AYTU,"Aytu BioPharma, Inc.  - Common Stock",S,N,N,100.0,N,N
466,AZ,A2Z Smart Technologies Corp. - Common Shares,S,N,N,100.0,N,N
467,AZN,AstraZeneca PLC - American Depositary Shares,Q,N,N,100.0,N,N
468,AZPN,"Aspen Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
469,AZTA,"Azenta, Inc. - Common Stock",Q,N,N,100.0,N,N
470,BABX,GraniteShares 2x Long BABA Daily ETF,G,N,N,100.0,Y,N
471,BACK,"IMAC Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
472,BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
473,BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",G,N,N,100.0,N,N
474,BAFN,BayFirst Financial Corp. - Common Stock,S,N,N,100.0,N,N
475,BAND,Bandwidth Inc. - Class A Common Stock,Q,N,N,100.0,N,N
476,BANF,BancFirst Corporation - Common Stock,Q,N,N,100.0,N,N
477,BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100.0,N,N
478,BANL,CBL International Limited - Ordinary Shares,S,N,N,100.0,N,N
479,BANR,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
480,BANX,ArrowMark Financial Corp. - Closed End Fund,Q,N,N,100.0,N,N
481,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,S,N,N,100.0,N,N
482,BASE,"Couchbase, Inc. - Common Stock",Q,N,N,100.0,N,N
483,BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Q,N,N,100.0,N,N
484,BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Q,N,N,100.0,N,N
485,BAYA,Bayview Acquisition Corp - Ordinary Share,G,N,N,100.0,N,N
486,BAYAR,Bayview Acquisition Corp - Right,G,N,N,100.0,N,N
487,BAYAU,Bayview Acquisition Corp - Unit,G,N,N,100.0,N,N
488,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",S,N,N,100.0,N,N
489,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,D,100.0,N,N
490,BBH,VanEck Biotech ETF,G,N,N,100.0,Y,N
491,BBIO,"BridgeBio Pharma, Inc. - Common Stock",Q,N,N,100.0,N,N
492,BBLG,Bone Biologics Corp - Common Stock,S,N,N,100.0,N,N
493,BBLGW,Bone Biologics Corp - warrants,S,N,N,100.0,N,N
494,BBSI,"Barrett Business Services, Inc. - Common Stock",Q,N,N,100.0,N,N
495,BCAB,"BioAtla, Inc. - Common Stock",G,N,N,100.0,N,N
496,BCAL,Southern California Bancorp - Common Stock,S,N,N,100.0,N,N
497,BCAN,BYND Cannasoft Enterprises Inc. - Common Stock,S,N,D,100.0,N,N
498,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100.0,N,N
499,BCDA,"BioCardia, Inc. - Common Stock",S,N,D,100.0,N,N
500,BCDAW,"BioCardia, Inc. - Warrant",S,N,D,100.0,N,N
501,BCG,"Binah Capital Group, Inc. - Common Stock",G,N,N,100.0,N,N
502,BCGWW,"Binah Capital Group, Inc. - Warrants",S,N,N,100.0,N,N
503,BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,D,100.0,N,N
504,BCML,BayCom Corp - Common Stock,Q,N,N,100.0,N,N
505,BCOV,Brightcove Inc. - Common Stock,Q,N,N,100.0,N,N
506,BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",S,N,N,100.0,N,N
507,BCPC,Balchem Corporation - Common Stock,Q,N,N,100.0,N,N
508,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
509,BCSA,Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100.0,N,N
510,BCSAU,Blockchain Coinvestors Acquisition Corp. I - Unit,G,N,N,100.0,N,N
511,BCSAW,Blockchain Coinvestors Acquisition Corp. I - Warrant,G,N,N,100.0,N,N
512,BCTX,BriaCell Therapeutics Corp. - Common Shares,S,N,N,100.0,N,N
513,BCTXW,BriaCell Therapeutics Corp. - Warrant,S,N,N,100.0,N,N
514,BCYC,Bicycle Therapeutics plc - American Depositary Shares,Q,N,N,100.0,N,N
515,BDGS,Bridges Capital Tactical ETF,G,N,N,100.0,Y,N
516,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,S,N,N,100.0,N,N
517,BDSX,"Biodesix, Inc. - Common Stock",G,N,N,100.0,N,N
518,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
519,BEAM,Beam Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
520,BEAT,"Heartbeam, Inc. - Common Stock",S,N,N,100.0,N,N
521,BEATW,"Heartbeam, Inc. - Warrant",S,N,N,100.0,N,N
522,BECN,"Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100.0,N,N
523,BEEM,Beam Global - Common Stock,S,N,N,100.0,N,N
524,BEEMW,Beam Global - Warrant,S,N,N,100.0,N,N
525,BEEZ,Honeytree U.S. Equity ETF,G,N,N,100.0,Y,N
526,BELFA,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100.0,N,N
527,BELFB,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100.0,N,N
528,BENF,Beneficient - Class A Common Stock,S,N,D,100.0,N,N
529,BENFW,Beneficient - Warrant,S,N,N,100.0,N,N
530,BETR,Better Home & Finance Holding Company - Class A Common Stock,S,N,D,100.0,N,N
531,BETRW,Better Home & Finance Holding Company - Warrant,S,N,N,100.0,N,N
532,BFC,Bank First Corporation - Common Stock,S,N,N,100.0,N,N
533,BFI,BurgerFi International Inc - Common Stock,G,N,D,100.0,N,N
534,BFIIW,BurgerFi International Inc - Warrant,G,N,N,100.0,N,N
535,BFIN,BankFinancial Corporation - Common Stock,Q,N,N,100.0,N,N
536,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
537,BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",S,N,N,100.0,N,N
538,BFRI,Biofrontera Inc. - Common Stock,S,N,D,100.0,N,N
539,BFRIW,Biofrontera Inc. - Warrants,S,N,D,100.0,N,N
540,BFST,"Business First Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
541,BGC,"BGC Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
542,BGFV,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100.0,N,N
543,BGLC,BioNexus Gene Lab Corp - Common stock,S,N,D,100.0,N,N
544,BGNE,"BeiGene, Ltd. - American Depositary Shares",Q,N,N,100.0,N,N
545,BGRN,iShares USD Green Bond ETF,G,N,N,100.0,Y,N
546,BGXX,Bright Green Corporation - Common Stock,S,N,D,100.0,N,N
547,BHAC,Focus Impact BH3 Acquisition Company - Class A Common Stock,G,N,N,100.0,N,N
548,BHACU,Focus Impact BH3 Acquisition Company - Units,G,N,N,100.0,N,N
549,BHACW,Focus Impact BH3 Acquisition Company - Warrants,G,N,N,100.0,N,N
550,BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,S,N,N,100.0,N,N
551,BHF,"Brighthouse Financial, Inc. - Common Stock",Q,N,N,100.0,N,N
552,BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",Q,N,N,100.0,N,N
553,BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",Q,N,N,100.0,N,N
554,BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",Q,N,N,100.0,N,N
555,BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",Q,N,N,100.0,N,N
556,BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",Q,N,N,100.0,N,N
557,BHRB,Burke & Herbert Financial Services Corp. - Common Stock,S,N,N,100.0,N,N
558,BIAF,"bioAffinity Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
559,BIAFW,"bioAffinity Technologies, Inc. - Warrant",S,N,N,100.0,N,N
560,BIB,ProShares Ultra Nasdaq Biotechnology,G,N,N,100.0,Y,N
561,BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",Q,N,N,100.0,N,N
562,BIGC,"BigCommerce Holdings, Inc. - Series 1 Common Stock",G,N,N,100.0,N,N
563,BIIB,Biogen Inc. - Common Stock,Q,N,N,100.0,N,N
564,BILI,Bilibili Inc. - American Depositary Shares,Q,N,N,100.0,N,N
565,BIMI,BIMI International Medical Inc. - Common Stock,S,N,N,100.0,N,N
566,BIOL,"Biolase, Inc. - Common Stock",S,N,D,100.0,N,N
567,BIOR,"Biora Therapeutics, Inc.  - Common Stock",G,N,D,100.0,N,N
568,BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,Q,N,N,100.0,N,N
569,BIRD,"Allbirds, Inc. - Class A Common Stock",Q,N,D,100.0,N,N
570,BIS,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100.0,Y,N
571,BITF,Bitfarms Ltd. - Common Stock,G,N,N,100.0,N,N
572,BITS,Global X Blockchain & Bitcoin Strategy ETF,G,N,N,100.0,Y,N
573,BIVI,BioVie Inc. - Common stock,S,N,N,100.0,N,N
574,BJDX,"Bluejay Diagnostics, Inc. - Common Stock",S,N,D,100.0,N,N
575,BJK,VanEck Gaming ETF,G,N,N,100.0,Y,N
576,BJRI,"BJ's Restaurants, Inc. - Common Stock",Q,N,N,100.0,N,N
577,BKCH,Global X Blockchain ETF,G,N,N,100.0,Y,N
578,BKHAU,Black Hawk Acquisition Corporation - Units,G,N,N,100.0,N,N
579,BKIV,BNY Mellon Innovators ETF,G,N,N,100.0,Y,N
580,BKNG,Booking Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
581,BKR,Baker Hughes Company - Common Stock,Q,N,N,100.0,N,N
582,BKWO,BNY Mellon Women's Opportunities ETF,G,N,N,100.0,Y,N
583,BKYI,"BIO-key International, Inc. - Common Stock",S,N,N,100.0,N,N
584,BL,"BlackLine, Inc. - Common Stock",Q,N,N,100.0,N,N
585,BLAC,Bellevue Life Sciences Acquisition Corp. - Common Stock,S,N,D,100.0,N,N
586,BLACR,Bellevue Life Sciences Acquisition Corp. - Rights,S,N,D,100.0,N,N
587,BLACU,Bellevue Life Sciences Acquisition Corp. - Unit,S,N,D,100.0,N,N
588,BLACW,Bellevue Life Sciences Acquisition Corp. - Warrant,S,N,D,100.0,N,N
589,BLBD,Blue Bird Corporation - Common Stock,G,N,N,100.0,N,N
590,BLBX,Blackboxstocks Inc. - Common Stock,S,N,N,100.0,N,N
591,BLCN,Siren Nasdaq NexGen Economy ETF,G,N,N,100.0,Y,N
592,BLCR,BlackRock Large Cap Core ETF,G,N,N,100.0,Y,N
593,BLDE,"Blade Air Mobility, Inc. - Class A Common Stock",S,N,N,100.0,N,N
594,BLDEW,"Blade Air Mobility, Inc. - Warrants",S,N,N,100.0,N,N
595,BLDP,"Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
596,BLEU,bleuacacia ltd - Class A Ordinary Shares,S,N,N,100.0,N,N
597,BLEUR,bleuacacia ltd - Rights,S,N,N,100.0,N,N
598,BLEUU,bleuacacia ltd - Units,S,N,N,100.0,N,N
599,BLEUW,bleuacacia ltd - Warrants,S,N,N,100.0,N,N
600,BLFS,"BioLife Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
601,BLFY,Blue Foundry Bancorp - Common Stock,Q,N,N,100.0,N,N
602,BLIN,"Bridgeline Digital, Inc. - Common Stock",S,N,N,100.0,N,N
603,BLKB,"Blackbaud, Inc. - Common Stock",Q,N,N,100.0,N,N
604,BLLD,JPMorgan Sustainable Infrastructure ETF,G,N,N,100.0,Y,N
605,BLMN,"Bloomin' Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
606,BLNK,Blink Charging Co. - Common Stock,S,N,N,100.0,N,N
607,BLRX,BioLineRx Ltd. - American Depositary Shares,S,N,N,100.0,N,N
608,BLTE,"Belite Bio, Inc - American Depositary Shares",S,N,N,100.0,N,N
609,BLUE,"bluebird bio, Inc. - Common Stock",Q,N,N,100.0,N,N
610,BLZE,"Backblaze, Inc. - Class A Common Stock",G,N,N,100.0,N,N
611,BMBL,Bumble Inc. - common stock,Q,N,N,100.0,N,N
612,BMEA,"Biomea Fusion, Inc. - Common Stock",Q,N,N,100.0,N,N
613,BMR,Beamr Imaging Ltd. - Ordinary Share,S,N,N,100.0,N,N
614,BMRA,"Biomerica, Inc. - Common Stock",S,N,N,100.0,N,N
615,BMRC,Bank of Marin Bancorp - Common Stock,S,N,N,100.0,N,N
616,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100.0,N,N
617,BNAI,Brand Engagement Network Inc. - Common Stock,S,N,N,100.0,N,N
618,BNAIW,Brand Engagement Network Inc. - Warrant,S,N,N,100.0,N,N
619,BND,Vanguard Total Bond Market ETF,G,N,N,100.0,Y,N
620,BNDW,Vanguard Total World Bond ETF,G,N,N,100.0,Y,N
621,BNDX,Vanguard Total International Bond ETF,G,N,N,100.0,Y,N
622,BNGO,"Bionano Genomics, Inc. - Common Stock",S,N,N,100.0,N,N
623,BNIX,Bannix Acquisition Corp. - Common Stock,S,N,D,100.0,N,N
624,BNIXR,Bannix Acquisition Corp. - Right,S,N,D,100.0,N,N
625,BNIXW,Bannix Acquisition Corp. - Warrant,S,N,D,100.0,N,N
626,BNOX,Bionomics Limited - American Depository Shares,G,N,N,100.0,N,N
627,BNR,Burning Rock Biotech Limited - American Depositary Shares,G,N,D,100.0,N,N
628,BNRG,Brenmiller Energy Ltd - Ordinary Shares,S,N,N,100.0,N,N
629,BNTC,Benitec Biopharma Inc. - Common Stock,S,N,N,100.0,N,N
630,BNTX,BioNTech SE - American Depositary Shares,Q,N,N,100.0,N,N
631,BNZI,"Banzai International, Inc. - Class A Common Stock",G,N,D,100.0,N,N
632,BNZIW,"Banzai International, Inc. - Warrant",S,N,N,100.0,N,N
633,BOCN,Blue Ocean Acquisition Corp - Class A Ordinary Shares,G,N,N,100.0,N,N
634,BOCNU,Blue Ocean Acquisition Corp - Units,G,N,N,100.0,N,N
635,BOCNW,Blue Ocean Acquisition Corp - Warrants,G,N,N,100.0,N,N
636,BOF,BranchOut Food Inc. - Common Stock,S,N,N,100.0,N,N
637,BOKF,BOK Financial Corporation - Common Stock,Q,N,N,100.0,N,N
638,BOLD,"Boundless Bio, Inc. - Common Stock",Q,N,N,100.0,N,N
639,BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
640,BON,Bon Natural Life Limited - Ordinary Shares,S,N,D,100.0,N,N
641,BOOM,DMC Global Inc. - Common Stock,Q,N,N,100.0,N,N
642,BOSC,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100.0,N,N
643,BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100.0,N,N
644,BOTZ,Global X Robotics & Artificial Intelligence ETF,G,N,N,100.0,Y,N
645,BOWN,Bowen Acquisition Corp - Ordinary Shares,G,N,N,100.0,N,N
